Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°),Weather Condition,Energy (j)
5.915596962,596.8819872,43.18653107,Cloudy,518.5518188
5.858211994,578.1937936,42.6594696,Rainy,504.067688
5.650877953,513.468126,52.86571121,Rainy,446.7330017
6.349774837,748.4708008,53.7215004,Sunny,705.7045288
6.636434078,860.4009723,53.08805084,Windy,795.3168945
7.010248184,1020.608833,52.78892899,Cloudy,1012.676025
7.559226036,1288.599129,55.33359909,Rainy,1240.823975
7.404004097,1208.758132,51.70399094,Rainy,1282.074951
6.80051899,928.6616421,53.39633179,Cloudy,941.5869141
5.82537508,567.653659,45.68770981,Rainy,590.8366699
6.080101967,651.3438616,45.51879883,Cloudy,650.5629272
6.582440853,838.6177863,40.36516953,Windy,871.5112305
6.643204212,863.1557364,46.86555862,Rainy,914.1212158
6.345364094,746.8192169,38.58917999,Sunny,835.84198
6.042553902,638.4379438,48.70145035,Windy,624.9906006
5.757640839,546.2595924,41.20378113,Cloudy,591.9558716
5.694249153,526.6539705,46.98265076,Windy,509.3490906
7.068666935,1047.201966,33.49834061,Rainy,1190.81604
6.641551018,862.482569,33.8251915,Sunny,963.7324829
6.690164089,882.4084228,27.36738968,Windy,980.9760742
6.36333704,753.5623423,29.67544937,Cloudy,777.8479004
6.827414036,940.1524784,40.88489151,Rainy,980.223877
6.71631813,893.2415095,41.12696838,Sunny,962.4301758
5.415152073,444.919796,41.6153717,Windy,462.7698975
6.953413963,995.1545635,35.44075012,Cloudy,1139.240967
7.42373991,1218.765432,36.21514893,Rainy,1418.631958
8.381437302,1755.404476,39.72340012,Rainy,1716.139038
7.493074894,1254.389015,46.13137817,Sunny,1312.791016
7.380391121,1196.860929,45.09289932,Sunny,1222.020996
6.244694233,709.6956846,42.08800888,Windy,703.7221069
5.493409157,467.1059234,33.02647018,Cloudy,470.8012085
5.124141216,367.0928112,30.50971031,Rainy,387.34021
5.285066128,409.242485,27.65151978,Rainy,402.4747925
5.539794922,480.5208029,28.00427055,Sunny,460.2911987
6.015673161,629.2911153,25.7741394,Windy,619.8723755
5.59703207,497.3508864,23.50094986,Cloudy,470.2001038
6.277314186,721.6050696,23.72624969,Sunny,691.0140991
6.49335289,803.3932558,20.42690086,Windy,826.9951782
6.786591053,922.7448934,25.21842003,Cloudy,892.4243774
6.764401913,913.3662189,30.23693085,Rainy,907.1884155
5.724936962,536.095229,29.67219925,Rainy,545.2653198
6.238166809,707.326293,30.00231934,Sunny,688.8358154
5.945401192,606.7245764,29.64308929,Windy,591.9088745
6.17223978,683.651641,30.39785957,Cloudy,660.6942749
6.351617813,749.1615205,30.28310966,Rainy,747.4074707
7.168983936,1093.909493,18.97281075,Rainy,1174.243042
6.629221916,857.4721041,17.22633934,Cloudy,873.4810181
6.55459404,827.511985,12.58047009,Rainy,845.2050171
6.395040989,765.5427556,9.429060936,Cloudy,837.0637207
6.797101021,927.2075123,4.961769104,Windy,949.4943237
6.920464993,980.5831564,358.1897888,Rainy,1045.36499
6.278329849,721.977722,351.8651123,Sunny,791.0836182
6.682812214,879.3775226,2.56614089,Windy,994.7495728
6.721062183,895.2150304,7.876725197,Cloudy,933.4232178
7.131796837,1076.439327,14.10332012,Windy,1049.432983
6.148598194,675.2752484,20.33539009,Rainy,671.7241211
6.896099091,969.8939666,21.0418396,Sunny,966.8311768
6.926294804,983.1515252,22.93596077,Windy,982.2590942
6.567954063,832.8293134,33.37145996,Cloudy,825.6619263
6.398931026,767.0202867,32.30049896,Sunny,723.1392212
5.446605206,453.7702746,30.16810989,Windy,418.6412048
5.108693123,363.1576895,27.08235931,Cloudy,327.2762146
5.232514858,395.2422704,22.60456085,Rainy,388.316803
4.243929863,169.6759343,30.59626007,Sunny,167.2218018
4.137093067,148.8807431,32.78860855,Windy,137.2467957
4.160939217,153.4730055,30.18254089,Cloudy,130.7671051
4.124106884,146.3914796,31.8532505,Rainy,117.8118973
4.126059055,146.7651643,26.32125092,Rainy,111.3429031
4.204703808,161.9741682,25.67859077,Sunny,114.2955017
4.355268002,191.9770866,27.08256912,Sunny,143.7870941
3.952167034,118.99911,36.21786118,Windy,88.93582916
4.434104919,208.1806792,29.74682045,Cloudy,183.6699982
3.678040981,74.47647719,25.84374046,Rainy,82.14437866
4.063600063,134.8987308,21.24472046,Rainy,139.9472046
5.488460064,465.6863498,17.45406914,Sunny,434.5010986
5.625834942,505.9375911,12.99639034,Windy,474.0610962
5.394489765,439.1538423,12.51430988,Cloudy,415.1499939
5.4572649,456.7899831,12.40832996,Sunny,435.0263977
5.450904846,454.9870522,15.87475014,Windy,402.3875122
4.76416111,280.1054557,9.024561882,Cloudy,257.2170105
4.101181984,142.0168107,7.712677002,Rainy,137.417099
3.941123009,116.9729377,7.581837177,Rainy,102.3587036
3.87789607,105.7487951,11.42055988,Rainy,92.7376709
3.836927891,98.81755605,29.3313694,Sunny,78.11549377
4.130588055,147.6328107,25.04413033,Windy,110.3116989
4.081981182,138.371917,24.68565941,Cloudy,102.552803
3.839956999,99.32084475,24.07126999,Rainy,77.85061646
3.975877047,123.4149463,23.42119026,Rainy,81.45278168
3.820688963,96.14447672,39.26622009,Sunny,66.64151001
3.98053503,124.2930366,52.09212112,Sunny,90.01490784
4.142834187,149.9838297,52.06705093,Windy,112.0342026
3.929188967,114.8054178,52.53002167,Cloudy,82.11415863
3.227394104,27.41325761,62.52310944,Rainy,13.93430996
3.734816074,82.71048743,69.53996277,Windy,55.44535065
3.310203075,33.62457425,74.86411285,Cloudy,22.78053093
4.016671181,126.1014106,133.6049042,Cloudy,47.90932846
3.279254913,31.17482176,125.3523026,Rainy,12.95296001
4.851792812,300.407353,206.6618042,Windy,35.41701889
4.500104904,222.021905,205.4633942,Cloudy,140.9503021
4.208559036,162.7276378,204.4723053,Rainy,94.85032654
3.656229973,71.45038131,201.0424957,Rainy,63.05392838
3.522366047,54.54501646,203.9230042,Rainy,56.7136116
3.467375994,48.43125736,201.9060974,Sunny,28.12931061
4.892066002,309.9197933,173.6015015,Windy,110.1772995
5.036252022,344.9557133,170.7774963,Cloudy,268.4454041
5.277178764,407.1263277,174.2639008,Sunny,345.5763855
5.591422081,495.6876422,179.6499023,Windy,440.3240967
6.026912212,633.10608,181.6007996,Cloudy,582.0706787
6.399488926,767.232326,183.0281067,Rainy,685.7241821
6.350472927,748.732391,187.5308075,Rainy,687.3024292
6.255465984,713.6157393,187.9414978,Sunny,655.8494263
6.073575974,649.0899498,189.644104,Windy,579.4661865
6.024237156,632.1968386,190.6399994,Cloudy,535.5651855
6.309328079,733.4046526,189.9288025,Rainy,633.1019287
6.941885948,990.0410363,188.1958008,Rainy,818.1245117
7.42167902,1217.717709,187.0711975,Cloudy,1011.14502
8.038404465,1552.0655,187.6884003,Rainy,1323.166992
8.351256371,1737.100842,190.7700043,Cloudy,1519.583984
9.141762733,2235.751488,193.214798,Windy,1859.737061
9.692931175,2585.908674,194.1360016,Rainy,2232.939941
10.01758957,2802.990296,193.3276062,Sunny,2404.821045
10.40732002,3020.43775,192.6865997,Windy,2601.983887
10.87117004,3225.034139,192.256897,Cloudy,2888.194092
11.15795994,3325.40757,194.0751953,Windy,3100.968994
11.89391994,3504.482409,197.6696014,Rainy,3401.719971
12.38113022,3569.157274,196.4075928,Sunny,3545.325928
12.31688023,3562.847721,196.4564056,Windy,3581.248047
12.87397957,3596.629473,196.5699005,Cloudy,3602.824951
12.75267029,3593.21303,196.2120056,Rainy,3603.495117
12.57956982,3584.598327,197.7637024,Sunny,3601.655029
11.90297985,3506.050825,196.9638062,Windy,3474.897949
11.87644958,3501.417192,196.8356934,Cloudy,3453.720947
11.65425968,3457.638101,198.322403,Rainy,3373.285889
11.58714008,3442.614579,198.6728058,Rainy,3349.333008
11.45172024,3409.659107,199.1620026,Sunny,3350.865967
11.57882977,3440.694769,197.2982941,Sunny,3381.177979
11.39033985,3393.527036,195.0653076,Windy,3129.446045
11.58806992,3442.828562,193.6430054,Cloudy,3167.541992
11.15161037,3323.385041,196.1094055,Rainy,3057.580078
11.12141037,3313.644778,197.4761963,Rainy,2973.504883
11.3796196,3390.631514,196.5755005,Sunny,3086.539063
11.40546036,3397.571442,196.294693,Windy,3147.275879
11.03763962,3285.570092,195.225296,Cloudy,2947.684082
11.78131008,3483.77105,193.1056976,Sunny,3163.635986
12.52855968,3581.20464,193.5850067,Windy,3443.136963
12.11839962,3539.172851,194.0950928,Cloudy,3330.927002
11.39758015,3395.469432,194.1479034,Rainy,3083.243896
10.6016798,3112.900611,195.4958038,Rainy,2770.948975
10.42835045,3030.933495,196.0688019,Sunny,2660.316895
10.47854042,3055.494327,195.7966003,Windy,2693.02002
10.46059036,3046.788845,196.8497009,Cloudy,2655.571045
10.51840019,3074.516008,199.2350006,Rainy,2745.897949
11.27348042,3360.689262,201.9682007,Rainy,3073.591064
11.33773994,3379.095038,201.4149933,Cloudy,3117.308105
11.77371979,3482.293067,201.8713989,Rainy,3298.27002
11.43675041,3405.794444,201.5735016,Cloudy,3182.297119
11.88426971,3502.795909,201.634903,Windy,3299.024902
12.29325008,3560.362738,204.5334015,Rainy,3478.102051
12.32279968,3563.456311,206.1033936,Sunny,3583.790039
12.30677986,3561.796429,204.3106995,Windy,3578.458984
12.29030991,3560.047318,205.7606049,Cloudy,3585.979004
12.68144035,3590.206071,207.2655029,Windy,3603.324951
12.71502972,3591.717069,206.6499939,Rainy,3603.593018
12.8583498,3596.308785,205.0074005,Sunny,3602.949951
12.81527042,3595.242468,206.7066956,Windy,3602.795898
12.60834026,3586.339275,205.1891022,Cloudy,3597.191895
12.78845978,3594.443141,204.6663971,Sunny,3584.740967
13.15159035,3600,203.108902,Windy,3554.150879
13.13239002,3600,204.063797,Cloudy,3517.225098
13.2908802,3600,204.2586975,Rainy,3476.658936
13.48886967,3600,202.6260071,Sunny,3455.769043
13.68113041,3600,202.7075043,Windy,3445.298096
13.66726017,3600,204.0874939,Cloudy,3425.479004
13.83246994,3600,208.6163025,Rainy,3430.003906
13.80698967,3600,209.1269989,Rainy,3401.62207
14.27313042,3600,208.6495972,Sunny,3396.74707
14.64898968,3600,207.5762939,Sunny,3418.856934
15.15060997,3600,210.0099945,Windy,3443.596924
15.43694019,3600,213.1204071,Cloudy,3443.709961
16.01281929,3600,212.6345978,Rainy,3432.080078
15.96730042,3600,210.2700958,Rainy,3497.419922
15.65081024,3600,208.5041046,Sunny,3433.666016
15.98645973,3600,208.5411072,Windy,3551.625
15.96218014,3600,208.3260956,Cloudy,3604.094971
16.05054092,3600,207.5993958,Sunny,3604.241943
15.89052963,3600,207.4673004,Windy,3604.22998
15.16790962,3600,207.7377014,Cloudy,3604.329102
14.34165955,3600,208.7770996,Rainy,3603.945068
13.9471302,3600,209.8932953,Rainy,3603.947021
12.96321011,3597.78983,207.7077942,Rainy,3600.100098
11.10846996,3309.409845,204.4862061,Sunny,3112.611084
8.65490818,1924.343647,199.9850006,Windy,1956.968018
8.710100174,1959.044369,199.6067963,Cloudy,2000.222046
9.349188805,2371.084237,196.9257965,Rainy,2430.956055
9.340181351,2365.187524,196.5220032,Rainy,2407.562988
10.49806023,3064.862613,200.5782928,Sunny,2915.782959
9.220996857,2287.320856,203.9600983,Sunny,2278.343994
10.04870033,2822.012645,206.7328033,Windy,2668.512939
9.797412872,2659.56715,210.1121063,Cloudy,2564.800049
10.41259956,3023.084058,207.9824066,Rainy,2782.284912
11.17858982,3331.918338,204.6477051,Rainy,3146.324951
10.58065987,3103.383658,206.1891937,Sunny,2980.375
9.989833832,2785.764744,203.6390991,Windy,2557.783936
8.753529549,1986.475545,202.914505,Cloudy,2047.16394
9.244591713,2302.710329,207.5834045,Sunny,2196.951904
9.26753521,2317.687968,210.3280945,Windy,2200.612061
9.469543457,2449.993122,206.7920074,Cloudy,2276.938965
10.10667992,2856.668583,207.1560059,Rainy,2637.587891
8.237431526,1668.752973,202.6983948,Rainy,1743.103027
10.51101017,3071.021451,210.3283997,Sunny,2817.933105
12.17531013,3546.617644,212.4703979,Windy,3442.739014
12.25207043,3555.818898,209.5175934,Cloudy,3493.36499
12.29467964,3560.515601,209.8907013,Rainy,3547.762939
11.99621964,3521.360929,208.3283997,Rainy,3366.832031
11.75424004,3478.45199,208.4864044,Cloudy,3396.950928
11.33123016,3377.269462,206.4714966,Rainy,3177.454102
10.97334957,3262.951206,205.327301,Cloudy,3021.465088
10.6595602,3138.517216,205.2162933,Windy,2818.601074
11.69865036,3467.108082,207.0005035,Rainy,3381.593018
11.3392601,3379.520086,206.0554047,Sunny,3211.552979
12.25203037,3555.814346,207.7866058,Windy,3489.73291
12.06601048,3531.843665,208.919693,Cloudy,3465.790039
13.00734997,3600,211.1631927,Windy,3533.800049
12.64500999,3588.378476,215.4586945,Rainy,3549.374023
12.17317963,3546.348556,215.5787048,Sunny,3524.898926
12.45785046,3575.845019,218.5720978,Windy,3567.977051
12.05683041,3530.511959,217.8126068,Cloudy,3497.770996
11.72047043,3471.628677,216.835495,Rainy,3399.969971
11.8707304,3500.402035,218.6026001,Sunny,3456.762939
11.83458996,3493.852798,220.4344025,Windy,3412.958008
12.01070023,3523.604092,219.7926025,Cloudy,3450.408936
12.41294956,3572.042051,221.2859955,Rainy,3572.710938
12.66919994,3589.61398,222.3986969,Rainy,3537.447998
12.28357983,3559.320119,221.1963959,Sunny,3568.716064
12.24199009,3554.665082,222.1188965,Sunny,3564.731934
11.80698967,3488.694027,223.9958954,Windy,3439.712891
12.1055603,3537.419082,225.5379028,Cloudy,3512.095947
12.40443039,3571.285181,222.9788055,Rainy,3585.023926
12.54580975,3582.396378,222.0897064,Rainy,3582.326904
12.07637978,3533.33082,224.3708954,Sunny,3445.820068
11.37143993,3388.406474,224.0166931,Windy,3274.910889
12.11690998,3538.970783,222.4669037,Cloudy,3483.323975
12.26519966,3557.297152,220.2127075,Sunny,3596.420898
12.04300022,3528.478816,218.0959015,Windy,3557.915039
11.93799973,3511.978133,215.7758026,Cloudy,3453.739014
11.59502029,3444.42281,213.0220947,Rainy,3303.159912
11.67391014,3461.875587,213.2140045,Rainy,3371.386963
11.7270298,3472.97043,212.6230011,Sunny,3377.572021
11.56886959,3438.376345,213.0518951,Windy,3281.274902
11.80978012,3489.221808,214.2485046,Cloudy,3394.591064
11.54374027,3432.441999,214.555603,Rainy,3258.51001
11.44038963,3406.738076,215.4340057,Rainy,3276.947998
11.48136044,3417.179608,215.0227051,Cloudy,3315.775879
12.03386974,3527.118819,215.8804016,Rainy,3552.310059
12.00636959,3522.937,215.7205963,Cloudy,3546.322998
11.04271984,3287.317399,213.5605011,Windy,3123.148926
11.05500031,3291.517157,214.0285034,Rainy,3069.166992
11.45320034,3410.038788,212.2767944,Sunny,3315.912109
12.27173996,3558.023203,210.5513,Windy,3573.510986
12.58621979,3585.011785,210.2165985,Cloudy,3527.712891
12.7270298,3592.216576,212.9331055,Windy,3590.524902
12.98091984,3597.885121,211.9216003,Rainy,3503.594971
14.10836983,3600,212.487793,Sunny,3382.559082
14.60122013,3600,211.3876038,Windy,3370.074951
15.18266964,3600,212.2635956,Cloudy,3394.958008
15.35641003,3600,214.7958984,Sunny,3604.214111
15.15824032,3600,215.7489929,Windy,3604.240967
14.96697998,3600,218.2682037,Cloudy,3604.332031
14.40670967,3600,218.7922974,Rainy,3604.508057
14.21187973,3600,218.1710052,Sunny,3604.561035
13.98472023,3600,220.7299042,Windy,3604.547119
13.48628044,3600,221.9219971,Cloudy,3604.383057
13.07981968,3600,222.4703979,Rainy,3604.128906
13.19340992,3600,223.3361969,Rainy,3604.287109
12.81509018,3595.237443,224.1179962,Sunny,3603.205078
12.63634968,3587.914985,223.2433014,Sunny,3602.812988
12.38829041,3569.820216,221.9382019,Windy,3558.370117
12.10087967,3536.772903,223.113205,Cloudy,3476.102051
11.93393993,3511.301961,226.7391968,Rainy,3372.683105
11.2258997,3346.502659,226.8110046,Rainy,3068.2229
11.06149006,3293.722877,224.7324982,Sunny,3015.029053
11.16413021,3327.364584,225.6907043,Windy,3047.173096
10.85531044,3218.928204,224.6080017,Cloudy,2962.648926
10.4786396,3055.542187,224.0007019,Sunny,2790.314941
9.444117546,2433.307207,224.0350037,Windy,2295.48291
9.764937401,2637.068502,225.2108002,Cloudy,2455.433105
9.52643013,2460.690256,228.2747955,Rainy,2295.831055
8.953310966,2113.936949,227.7667999,Rainy,2044.208008
9.615391731,2528.815336,226.0715942,Rainy,2331.074951
9.343628883,2367.444273,225.6795959,Sunny,2197.303955
8.621238708,1903.26692,224.6591034,Windy,1840.800049
8.442951202,1792.93299,222.8491974,Cloudy,1699.48999
8.822072029,2029.980822,222.1018066,Rainy,1823.838989
8.236761093,1668.353717,224.6696014,Rainy,1623.546997
8.10205555,1588.970115,226.072403,Sunny,1590.369019
7.313792229,1163.745217,227.0516052,Sunny,1146.207031
7.203228951,1110.162706,226.5923004,Windy,1054.239014
7.486260891,1250.855497,226.2008057,Cloudy,1164.526978
7.819468975,1428.371294,226.7178955,Rainy,1335.339966
7.868308067,1455.508163,227.0075073,Rainy,1375.119995
7.61955595,1320.245292,227.5827942,Sunny,1271.406982
7.126551151,1073.989838,229.0856934,Windy,1082.958984
6.819835186,936.9056722,232.6692963,Cloudy,908.0120239
6.592948914,842.8312933,232.3036957,Sunny,835.4611816
6.64773798,865.003454,230.6380005,Windy,880.546875
7.083144188,1053.860548,227.7922974,Cloudy,997.5792847
7.2005229,1108.872557,227.9252014,Rainy,1049.578003
7.068719864,1047.22626,227.864502,Rainy,980.8162231
7.402225971,1207.859362,231.9062958,Sunny,1182.594971
7.672173977,1348.228054,229.2303009,Windy,1280.964966
8.088177681,1580.889554,228.4046936,Cloudy,1484.291992
7.756439209,1393.758002,228.7427979,Rainy,1377.219971
7.693374157,1359.600829,222.0014954,Rainy,1241.482056
7.672489166,1348.396727,218.8347931,Cloudy,1192.243042
7.453350067,1233.889358,223.3424988,Rainy,1151.322998
7.330749989,1172.116349,228.2407074,Cloudy,1114.974976
7.102694988,1062.896174,230.6490021,Windy,1033.328003
6.839543819,945.3632859,230.5670929,Rainy,936.5161743
6.887023926,965.9313884,227.1399994,Sunny,895.6375732
6.405262947,769.4288398,231.4656067,Windy,806.932312
5.744005203,542.0086693,232.3739929,Cloudy,512.8892212
5.88451004,586.7154514,232.1598969,Windy,544.7133789
5.817268848,565.068725,230.0868073,Rainy,515.7891235
6.251658916,712.2288463,226.6231995,Sunny,642.6522827
6.354609013,750.2833623,221.7216949,Windy,693.7650146
5.963194847,612.6457192,213.6278076,Cloudy,537.7199707
6.888867855,966.7357048,221.8280945,Rainy,836.3096924
7.527998924,1272.407002,218.5473938,Sunny,1078.052002
6.675147057,876.2241132,213.6045074,Windy,802.5380859
6.485438824,800.3068817,216.9779968,Cloudy,743.9127197
6.690217018,882.4302661,203.3760071,Rainy,816.6115723
5.947310925,607.3584578,187.865799,Rainy,623.0045166
6.127420902,667.8227255,183.3990936,Sunny,611.0388184
5.20006609,386.7129439,182.6378021,Sunny,361.3192139
4.571615219,237.3140445,186.2346039,Windy,226.3937073
3.943535089,117.4138001,191.2651978,Cloudy,146.218399
4.141524792,149.7321047,200.3117981,Rainy,137.7993927
3.786334038,90.62838673,205.3704987,Rainy,107.5957031
4.165298939,154.3156047,201.9125061,Sunny,148.7830048
4.179171085,157.0029066,200.9082947,Windy,183.4562988
4.845465183,298.9233402,189.7422028,Cloudy,288.2466125
5.184568882,382.6701042,183.8610992,Sunny,390.3236084
4.806880951,289.9354852,186.3890076,Windy,320.6368103
4.479813099,217.738997,174.302597,Cloudy,244.8775024
3.715156078,79.80085182,177.8092041,Rainy,133.5527954
3.674292088,73.95093235,184.071701,Sunny,77.44355011
3.95833993,120.1401114,178.4891052,Windy,112.1079025
3.946842909,118.0198926,198.2447968,Rainy,86.62489319
4.363177776,193.5870157,188.3773956,Rainy,162.0511017
3.254823923,29.34918408,204.0836945,Cloudy,30.36087036
4.30862093,182.552627,195.1956024,Rainy,193.0794983
3.491285086,51.03000557,210.6403961,Sunny,92.28330231
4.136732101,148.8114413,218.1190033,Windy,130.7256927
4.059885979,134.1988349,217.6712036,Cloudy,127.6705017
3.790518045,91.29007987,202.4143066,Windy,89.93031311
3.733128071,82.45823973,187.8348999,Rainy,66.07553864
3.023945093,16.81211238,189.2415924,Sunny,19.80158997
3.446001053,46.18538882,184.6981049,Windy,39.00555038
3.870109081,104.4106757,192.1271973,Sunny,98.45671844
5.12796402,368.0695423,216.6808929,Rainy,277.5324097
5.879827976,585.1930068,217.4197998,Rainy,498.3258057
5.929944038,601.6082568,215.616394,Sunny,497.7956848
6.427526951,777.9325092,211.1470032,Windy,642.5411987
6.879769802,962.7711965,209.3860016,Cloudy,791.8890991
7.121829987,1071.788404,207.3661957,Rainy,923.550415
6.659317017,869.7331263,208.6665955,Rainy,745.8217773
6.35085392,748.8751801,208.4481049,Sunny,669.5847778
5.62842989,506.7150969,210.7872009,Sunny,470.0203857
4.929840088,318.9488526,211.1425018,Windy,294.4465027
5.178981781,381.2173979,217.8014984,Cloudy,354.183197
5.78035593,553.3824729,218.2480011,Rainy,500.3696899
6.148515224,675.2459569,218.5653076,Rainy,590.555481
6.305305004,731.9157626,219.5202026,Sunny,629.8114014
6.660715103,870.3052413,219.8618011,Windy,757.2838135
6.314433098,735.2964743,220.5536041,Cloudy,602.4882813
6.233302116,705.5634331,224.5644989,Sunny,533.9011841
6.829358101,940.9864341,218.1961975,Windy,748.9569092
6.819999218,936.9758711,215.1024933,Cloudy,750.7763062
6.461894989,791.1660824,218.5552063,Rainy,626.7866211
6.375611782,758.1877821,219.3363037,Rainy,637.1281128
6.362308979,753.1756862,215.6427002,Sunny,608.6168823
6.759739876,911.4031135,217.3748016,Windy,786.0579224
7.762672901,1397.160375,215.5307007,Cloudy,1149.30896
7.606812,1313.521041,216.0639038,Rainy,1129.14502
7.296388149,1155.19657,217.3983002,Rainy,1030.680054
7.305881023,1159.853983,222.517395,Cloudy,1081.785034
7.368675232,1190.988493,215.860199,Rainy,1120.730957
7.121951103,1071.844842,213.0664978,Cloudy,980.2758789
7.10496521,1063.94864,218.3159943,Windy,1001.133972
7.358417034,1185.863219,221.9107971,Rainy,1106.286011
7.010375023,1020.666097,230.5102997,Sunny,1000.242981
7.051381111,1039.28734,234.9367981,Windy,1003.401001
6.785508156,922.2858321,240.5984955,Cloudy,898.2753296
6.544709206,823.5906813,244.1383972,Windy,770.7371826
6.003430843,625.1509756,246.4960022,Rainy,557.7012939
5.901651859,592.3089111,242.158493,Sunny,473.4700012
5.646711826,512.2111576,240.0821075,Windy,428.9768982
5.309488773,415.8286671,244.591095,Cloudy,363.7952881
5.368955135,432.0804768,247.1130066,Rainy,356.7980957
5.345266819,425.5697641,244.3128052,Sunny,349.7767944
5.433129787,449.9675984,247.1965027,Windy,361.3447876
5.379458904,434.9831711,246.8430939,Cloudy,347.2059937
4.917778015,316.0543261,241.6822052,Rainy,248.9463043
5.039463997,345.7541044,245.5968018,Rainy,281.9343872
5.169603825,378.7847605,247.3871002,Sunny,314.6347961
5.490445137,466.2554686,251.276001,Sunny,368.4970093
5.23074007,394.7734969,252.1670074,Windy,325.6263123
4.785101891,284.9082596,249.2490997,Cloudy,232.6753998
4.981732845,331.5246145,244.4794006,Rainy,269.1629944
5.473279953,461.3461442,246.6542969,Rainy,386.1742859
5.571075916,489.6804558,245.8370056,Sunny,405.5794067
5.696821213,527.4417133,252.9866028,Windy,445.0248108
5.657978058,515.614184,255.7552948,Cloudy,458.1116943
5.676557064,521.2530044,263.7886047,Sunny,460.8215027
5.796945095,558.6173145,263.5401917,Windy,487.211792
5.928707123,601.1999311,266.4515076,Cloudy,510.5628967
5.894340038,589.9192691,267.3027954,Rainy,489.9814148
5.608187199,500.6670469,265.3855896,Rainy,425.5150146
5.392457962,438.5889021,268.8210144,Sunny,356.3117065
5.326724052,420.5074067,267.6254883,Windy,369.5346985
5.327391148,420.6890135,271.9703064,Cloudy,365.8602905
4.631585121,250.3834206,269.8913879,Rainy,206.9544983
4.47201395,216.0993792,267.796814,Rainy,172.0186005
4.122563839,146.0962393,266.5588074,Cloudy,109.5796967
4.175298214,156.2516975,265.9285889,Rainy,122.6483002
4.217702866,164.5177318,267.2065125,Cloudy,132.9779053
4.208799839,162.7747255,269.7091064,Windy,126.8231964
4.020815849,126.8743762,264.3344116,Rainy,100.5101013
4.531458855,228.6883325,261.1253967,Sunny,187.7584991
5.007687092,337.8903112,261.4195862,Windy,290.8814087
4.589190006,241.1206428,274.5922852,Cloudy,223.4608002
3.861534119,102.9483748,272.2204895,Windy,84.96160126
3.056126118,18.04804705,285.9599915,Rainy,20.55237961
3.473898888,49.13117686,76.31838989,Cloudy,30.56949043
3.36066699,37.94779792,77.78397369,Rainy,6.349184036
3.748315096,84.74412169,78.5811615,Rainy,1.076665998
4.009674072,124.7982101,69.01933289,Sunny,58.0236702
3.813462019,94.96842111,83.68856812,Rainy,12.09146023
4.217244148,164.427827,78.26979828,Rainy,142.9373016
4.462296009,214.0614019,71.71231842,Sunny,176.2416992
4.312468052,183.3254102,73.29966736,Windy,167.9707031
4.473014832,216.3095934,71.38308716,Cloudy,175.5373993
4.622023106,248.2842527,66.56902313,Rainy,211.0254059
4.842130184,298.1423314,68.17137909,Rainy,250.3184967
4.857725143,301.8012481,70.54255676,Cloudy,261.0658875
4.585811138,240.3872972,75.58088684,Rainy,195.1080017
4.864133835,303.3098972,72.11638641,Cloudy,260.9960022
4.990509987,333.6716367,69.02514648,Windy,262.1498108
5.32218504,419.2727484,70.8657608,Rainy,328.7894897
5.109433174,363.3457707,69.28304291,Sunny,268.8442078
4.888106823,308.9794625,67.25906372,Windy,235.5547028
5.227930069,394.0318302,65.34407806,Cloudy,295.7919922
5.366281033,431.3430427,64.31523132,Windy,362.5090942
5.337725163,423.5072182,65.40693665,Rainy,365.6787109
5.347967148,426.3094724,65.60115051,Sunny,363.0426941
5.032437801,344.0086578,63.22378159,Windy,288.8091125
4.854186058,300.9693818,65.16265869,Cloudy,261.4096985
5.454154968,455.9079305,64.54110718,Rainy,394.8363037
5.96337986,612.7074627,71.78125,Sunny,553.2454834
6.613801003,851.2295311,71.31730652,Windy,789.8884277
7.041401863,1034.735771,68.56700134,Cloudy,965.0897217
7.076789856,1050.934606,67.96909332,Rainy,1017.671021
7.725608826,1376.99929,72.24867249,Rainy,1345.786987
7.742040157,1385.916736,74.05148315,Sunny,1263.744995
7.571588039,1295.044901,74.08870697,Sunny,1232.545044
6.5596838,829.5353606,74.56395721,Windy,787.2312012
5.975778103,616.8534183,73.48330688,Cloudy,554.7401123
6.004440784,625.4919134,78.2279892,Rainy,626.0037842
6.481627941,798.8231654,74.6503067,Rainy,754.9127808
6.450553894,786.784777,75.5656662,Sunny,828.1480713
7.663197041,1343.429296,74.61650085,Windy,1290.385986
7.564552784,1291.374121,67.87236023,Cloudy,1324.373047
7.575979233,1297.339388,67.04553223,Sunny,1332.625
7.063724995,1044.93525,67.6740036,Windy,1098.772949
6.912072182,976.8930161,68.73150635,Cloudy,1039.676025
6.438810825,782.2630995,69.36212158,Rainy,804.2822876
6.530227184,817.865424,70.26083374,Rainy,805.1437988
6.798903942,927.974368,72.82594299,Sunny,929.2927856
6.753901958,908.9484753,71.31968689,Windy,897.9151001
6.759132862,911.1476988,74.51544952,Cloudy,943.267395
5.626655102,506.1832599,77.53556061,Rainy,625.8814697
4.936175823,320.4735293,82.71843719,Rainy,446.46521
5.969144821,614.6332116,80.01422119,Cloudy,652.5297852
5.822409153,566.7070975,79.31086731,Rainy,700.5253296
5.817975044,565.2936512,80.20274353,Cloudy,786.7703247
5.739332199,540.5561293,80.9647522,Windy,831.6660156
5.963009834,612.5839793,82.48116302,Rainy,837.7006836
